Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-06-14 15:14:20 UTC	CEO 2025	Round 1	Losers Round 3	148764	1644072	2	0	N/A	N/A
2025-06-14 15:14:20 UTC	CEO 2025	Round 1	Losers Round 2	308734	66083	2	1	N/A	N/A
2025-06-14 15:13:57 UTC	CEO 2025	Round 1	Losers Round 2	2243118	4377958	2	0	N/A	N/A
2025-06-14 15:13:57 UTC	CEO 2025	Round 1	Losers Round 2	3595870	4750887	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 15:13:24 UTC	CEO 2025	Round 1	Winners Quarter-Final	67428	3877722	2	0	N/A	N/A
2025-06-14 15:13:17 UTC	CEO 2025	Round 1	Winners Quarter-Final	339687	2685445	2	0	N/A	N/A
2025-06-14 15:13:13 UTC	CEO 2025	Round 1	Winners Quarter-Final	821069	137291	2	1	N/A	N/A
2025-06-14 15:02:03 UTC	CEO 2025	Round 1	Losers Round 3	3510825	326261	2	0	N/A	N/A
2025-06-14 15:01:59 UTC	CEO 2025	Round 1	Losers Round 2	2423883	1151875	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 15:01:55 UTC	CEO 2025	Round 1	Losers Round 2	657412	1301329	2	0	N/A	N/A
2025-06-14 15:01:38 UTC	CEO 2025	Round 1	Losers Round 2	65895	71092	2	0	N/A	N/A
2025-06-14 15:01:33 UTC	CEO 2025	Round 1	Winners Quarter-Final	1891878	664044	2	0	N/A	N/A
2025-06-14 15:01:29 UTC	CEO 2025	Round 1	Winners Quarter-Final	3285802	351840	2	0	N/A	N/A
2025-06-14 15:01:23 UTC	CEO 2025	Round 1	Winners Quarter-Final	141329	3487447	2	0	N/A	N/A
2025-06-14 15:00:13 UTC	CEO 2025	Round 1	Losers Round 3	1009874	2668691	2	0	N/A	N/A
2025-06-14 14:59:53 UTC	CEO 2025	Round 1	Losers Round 2	318096	4767634	2	0	N/A	N/A
2025-06-14 14:59:49 UTC	CEO 2025	Round 1	Losers Round 2	151829	3469279	2	0	N/A	N/A
2025-06-14 14:59:47 UTC	CEO 2025	Round 1	Losers Round 2	148764	4793052	2	0	N/A	N/A
2025-06-14 14:59:43 UTC	CEO 2025	Round 1	Losers Round 2	1644072	4760924	2	0	N/A	N/A
2025-06-14 14:59:37 UTC	CEO 2025	Round 1	Losers Round 2	4114604	2319629	2	1	N/A	N/A
2025-06-14 14:59:21 UTC	CEO 2025	Round 1	Losers Round 1	4793052	2317422	2	1	N/A	N/A
2025-06-14 14:59:16 UTC	CEO 2025	Round 1	Losers Round 1	308734	4400291	2	0	N/A	N/A
2025-06-14 14:58:57 UTC	CEO 2025	Round 1	Winners Quarter-Final	632437	1608078	2	0	N/A	N/A
2025-06-14 14:58:51 UTC	CEO 2025	Round 1	Winners Round 2	3877722	3595870	2	0	N/A	N/A
2025-06-14 14:58:47 UTC	CEO 2025	Round 1	Winners Round 2	67428	66083	2	0	N/A	N/A
2025-06-14 14:58:43 UTC	CEO 2025	Round 1	Winners Round 2	2685445	4114604	2	0	N/A	N/A
2025-06-14 14:58:42 UTC	CEO 2025	Round 1	Losers Round 2	142817	1267149	2	1	N/A	N/A
2025-06-14 14:58:37 UTC	CEO 2025	Round 1	Winners Round 2	1608078	151829	2	0	N/A	N/A
2025-06-14 14:58:37 UTC	CEO 2025	Round 1	Losers Round 2	1645178	4544615	2	0	N/A	N/A
2025-06-14 14:58:27 UTC	CEO 2025	Round 1	Losers Round 2	2773482	181942	2	1	N/A	N/A
2025-06-14 14:58:17 UTC	CEO 2025	Round 1	Losers Round 2	3751545	144238	2	0	N/A	N/A
2025-06-14 14:58:04 UTC	CEO 2025	Round 1	Losers Round 2	141264	565962	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:57:59 UTC	CEO 2025	Round 1	Losers Round 2	320899	4051075	2	0	N/A	N/A
2025-06-14 14:57:55 UTC	CEO 2025	Round 1	Losers Round 1	320899	1375978	2	1	N/A	N/A
2025-06-14 14:57:48 UTC	CEO 2025	Round 1	Losers Round 1	2841692	2335940	2	0	N/A	N/A
2025-06-14 14:57:45 UTC	CEO 2025	Round 1	Losers Round 2	2800389	3439484	2	0	N/A	N/A
2025-06-14 14:57:39 UTC	CEO 2025	Round 1	Losers Round 1	144238	3893075	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:57:38 UTC	CEO 2025	Round 1	Losers Round 2	3482862	1730780	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:57:28 UTC	CEO 2025	Round 1	Winners Quarter-Final	2151987	1022963	2	0	N/A	N/A
2025-06-14 14:57:24 UTC	CEO 2025	Round 1	Winners Quarter-Final	71325	919364	2	0	N/A	N/A
2025-06-14 14:57:14 UTC	CEO 2025	Round 1	Winners Round 2	140787	3751545	2	0	N/A	N/A
2025-06-14 14:57:10 UTC	CEO 2025	Round 1	Winners Round 2	231680	3927191	2	0	N/A	N/A
2025-06-14 14:57:01 UTC	CEO 2025	Round 1	Winners Round 2	2360463	3453126	2	0	N/A	N/A
2025-06-14 14:56:58 UTC	CEO 2025	Round 1	Losers Round 2	497680	537734	2	0	N/A	N/A
2025-06-14 14:56:56 UTC	CEO 2025	Round 1	Winners Round 2	2151987	142817	2	0	N/A	N/A
2025-06-14 14:56:51 UTC	CEO 2025	Round 1	Winners Round 2	69060	497680	2	0	N/A	N/A
2025-06-14 14:56:01 UTC	CEO 2025	Round 1	Winners Round 1	1319840	1730780	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:55:35 UTC	CEO 2025	Round 1	Losers Round 2	2668691	2321789	2	1	N/A	N/A
2025-06-14 14:55:30 UTC	CEO 2025	Round 1	Losers Round 2	1009874	490895	2	0	N/A	N/A
2025-06-14 14:55:24 UTC	CEO 2025	Round 1	Losers Round 2	3014431	1319840	2	0	N/A	N/A
2025-06-14 14:55:18 UTC	CEO 2025	Round 1	Losers Round 2	4555058	1285031	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:55:13 UTC	CEO 2025	Round 1	Winners Quarter-Final	154091	2128191	2	1	N/A	N/A
2025-06-14 14:54:49 UTC	CEO 2025	Round 1	Winners Quarter-Final	557482	890620	2	0	N/A	N/A
2025-06-14 14:54:34 UTC	CEO 2025	Round 1	Winners Quarter-Final	404179	140048	2	0	N/A	N/A
2025-06-14 14:54:21 UTC	CEO 2025	Round 1	Winners Round 2	557482	2800389	2	0	N/A	N/A
2025-06-14 14:54:11 UTC	CEO 2025	Round 1	Losers Round 1	3014431	72218	2	0	N/A	N/A
2025-06-14 14:53:57 UTC	CEO 2025	Round 1	Losers Round 2	412834	3337302	2	0	N/A	N/A
2025-06-14 14:53:53 UTC	CEO 2025	Round 1	Losers Round 2	326261	3577649	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:53:45 UTC	CEO 2025	Round 1	Losers Round 2	3510825	1570044	2	0	N/A	N/A
2025-06-14 14:53:39 UTC	CEO 2025	Round 1	Losers Round 2	2815079	1581264	2	0	N/A	N/A
2025-06-14 14:53:34 UTC	CEO 2025	Round 1	Losers Round 2	4798220	405400	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:53:30 UTC	CEO 2025	Round 1	Losers Round 1	326261	4741488	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:53:23 UTC	CEO 2025	Round 1	Losers Round 1	4798220	2680590	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:53:12 UTC	CEO 2025	Round 1	Winners Round 2	1891878	65895	2	0	N/A	N/A
2025-06-14 14:53:08 UTC	CEO 2025	Round 1	Winners Round 2	664044	405400	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:53:06 UTC	CEO 2025	Round 1	Winners Round 2	351840	2815079	2	0	N/A	N/A
2025-06-14 14:53:00 UTC	CEO 2025	Round 1	Winners Round 2	1799427	3577649	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:52:50 UTC	CEO 2025	Round 1	Winners Round 1	1891878	3337302	2	0	N/A	N/A
2025-06-14 14:52:46 UTC	CEO 2025	Round 1	Winners Round 1	664044	1151875	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:52:39 UTC	CEO 2025	Round 1	Winners Round 1	1799427	1581264	2	1	N/A	N/A
2025-06-14 14:52:31 UTC	CEO 2025	Round 1	Winners Round 2	3487447	2423883	2	1	N/A	N/A
2025-06-14 14:36:06 UTC	CEO 2025	Round 1	Winners Round 2	339687	2243118	2	0	N/A	N/A
2025-06-14 14:36:01 UTC	CEO 2025	Round 1	Winners Round 2	821069	1644072	2	1	N/A	N/A
2025-06-14 14:35:54 UTC	CEO 2025	Round 1	Winners Round 1	1644072	4377958	2	0	N/A	N/A
2025-06-14 14:35:34 UTC	CEO 2025	Round 1	Winners Round 2	632437	4767634	2	0	N/A	N/A
2025-06-14 14:35:24 UTC	CEO 2025	Round 1	Winners Round 1	1608078	308734	2	0	N/A	N/A
2025-06-14 14:35:17 UTC	CEO 2025	Round 1	Winners Round 1	4767634	4750887	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:34:30 UTC	CEO 2025	Round 1	Winners Round 2	404179	2668691	2	0	N/A	N/A
2025-06-14 14:34:12 UTC	CEO 2025	Round 1	Winners Round 2	140048	1009874	2	0	N/A	N/A
2025-06-14 14:34:04 UTC	CEO 2025	Round 1	Winners Round 2	154091	1319840	2	0	N/A	N/A
2025-06-14 14:33:49 UTC	CEO 2025	Round 1	Winners Round 2	890620	3482862	2	1	N/A	N/A
2025-06-14 14:33:40 UTC	CEO 2025	Round 1	Winners Round 1	497680	2321789	2	0	N/A	N/A
2025-06-14 14:33:10 UTC	CEO 2025	Round 1	Winners Round 2	71325	2838613	2	0	N/A	N/A
2025-06-14 14:32:49 UTC	CEO 2025	Round 1	Winners Round 2	186553	565962	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:32:42 UTC	CEO 2025	Round 1	Winners Round 2	919364	181942	2	0	N/A	N/A
2025-06-14 14:32:28 UTC	CEO 2025	Round 1	Winners Round 2	1022963	1645178	2	0	N/A	N/A
2025-06-14 14:32:07 UTC	CEO 2025	Round 1	Winners Round 1	186553	1267149	2	0	N/A	N/A
2025-06-14 14:32:03 UTC	CEO 2025	Round 1	Winners Round 1	3751545	4544615	2	0	N/A	N/A
2025-06-14 14:31:57 UTC	CEO 2025	Round 1	Winners Round 1	3453126	2773482	2	0	N/A	N/A
2025-06-14 14:31:52 UTC	CEO 2025	Round 1	Winners Round 1	2838613	61021	2	1	N/A	N/A
2025-06-14 14:31:46 UTC	CEO 2025	Round 1	Winners Round 1	1645178	3893075	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:31:37 UTC	CEO 2025	Round 1	Winners Round 1	142817	141264	2	0	N/A	N/A
2025-06-14 14:30:31 UTC	CEO 2025	Round 1	Winners Round 2	657023	3510825	2	0	N/A	N/A
2025-06-14 14:30:20 UTC	CEO 2025	Round 1	Winners Round 2	3285802	657412	2	0	N/A	N/A
2025-06-14 14:30:13 UTC	CEO 2025	Round 1	Winners Round 2	141329	412834	2	0	N/A	N/A
2025-06-14 14:29:59 UTC	CEO 2025	Round 1	Winners Round 1	2815079	4741488	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:29:52 UTC	CEO 2025	Round 1	Winners Round 1	3510825	1301329	2	0	N/A	N/A
2025-06-14 14:29:40 UTC	CEO 2025	Round 1	Winners Round 1	3487447	2680590	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:25:21 UTC	CEO 2025	Round 1	Winners Round 2	137291	148764	2	0	N/A	N/A
2025-06-14 14:25:15 UTC	CEO 2025	Round 1	Winners Round 1	3595870	318096	2	1	N/A	N/A
2025-06-14 14:25:11 UTC	CEO 2025	Round 1	Winners Round 1	66083	3469279	2	0	N/A	N/A
2025-06-14 14:25:08 UTC	CEO 2025	Round 1	Winners Round 1	4114604	4793052	2	0	N/A	N/A
2025-06-14 14:25:04 UTC	CEO 2025	Round 1	Winners Round 1	2685445	2317422	2	0	N/A	N/A
2025-06-14 14:25:01 UTC	CEO 2025	Round 1	Winners Round 1	2243118	4760924	2	0	N/A	N/A
2025-06-14 14:24:57 UTC	CEO 2025	Round 1	Winners Round 1	148764	2319629	2	0	N/A	N/A
2025-06-14 14:24:53 UTC	CEO 2025	Round 1	Winners Round 1	151829	4400291	2	1	N/A	N/A
2025-06-14 14:24:26 UTC	CEO 2025	Round 1	Winners Round 2	2128191	4555058	2	1	N/A	N/A
2025-06-14 14:24:19 UTC	CEO 2025	Round 1	Winners Round 2	63220	4051075	2	0	N/A	N/A
2025-06-14 14:24:11 UTC	CEO 2025	Round 1	Winners Round 1	4555058	3439484	2	0	N/A	N/A
2025-06-14 14:24:04 UTC	CEO 2025	Round 1	Winners Round 1	1009874	320899	2	1	N/A	N/A
2025-06-14 14:23:59 UTC	CEO 2025	Round 1	Winners Round 1	140048	1375978	2	0	N/A	N/A
2025-06-14 14:23:54 UTC	CEO 2025	Round 1	Winners Round 1	2668691	537734	2	0	N/A	N/A
2025-06-14 14:23:47 UTC	CEO 2025	Round 1	Winners Round 1	4051075	490895	2	0	N/A	N/A
2025-06-14 14:23:43 UTC	CEO 2025	Round 1	Winners Round 1	3482862	72218	2	0	N/A	N/A
2025-06-14 14:23:40 UTC	CEO 2025	Round 1	Winners Round 1	890620	3014431	2	0	N/A	N/A
2025-06-14 14:23:36 UTC	CEO 2025	Round 1	Winners Round 1	2800389	1285031	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 14:19:29 UTC	CEO 2025	Round 1	Winners Round 1	3927191	2841692	2	1	N/A	N/A
2025-06-14 14:19:13 UTC	CEO 2025	Round 1	Winners Round 1	231680	2335940	2	0	N/A	N/A
2025-06-14 14:19:06 UTC	CEO 2025	Round 1	Winners Round 1	181942	2101063	2	0	N/A	N/A
2025-06-14 14:18:50 UTC	CEO 2025	Round 1	Winners Round 1	1022963	144238	2	0	N/A	N/A
2025-06-14 14:18:30 UTC	CEO 2025	Round 1	Winners Round 1	2423883	4798220	2	0	N/A	N/A
2025-06-14 14:18:26 UTC	CEO 2025	Round 1	Winners Round 1	412834	71092	2	0	N/A	N/A
2025-06-14 14:18:22 UTC	CEO 2025	Round 1	Winners Round 1	351840	326261	2	1	N/A	N/A
2025-06-14 14:18:18 UTC	CEO 2025	Round 1	Winners Round 1	657412	1570044	2	0	N/A	N/A
2025-06-14 02:03:37 UTC	CEO 2025	Round 1	Losers Round 5	1437257	4007648	2	0	N/A	N/A
2025-06-14 02:03:31 UTC	CEO 2025	Round 1	Losers Round 4	1437257	29701	2	0	N/A	N/A
2025-06-14 02:03:23 UTC	CEO 2025	Round 1	Losers Round 5	2365186	472797	2	0	N/A	N/A
2025-06-14 01:53:17 UTC	CEO 2025	Round 1	Winners Semi-Final	786180	726024	W	L	N/A	N/A
2025-06-14 01:51:17 UTC	CEO 2025	Round 1	Losers Round 5	2819157	2313017	2	0	N/A	N/A
2025-06-14 01:51:09 UTC	CEO 2025	Round 1	Losers Round 5	126181	3760811	2	0	N/A	N/A
2025-06-14 01:51:03 UTC	CEO 2025	Round 1	Losers Round 4	3760811	2369252	2	1	N/A	N/A
2025-06-14 01:50:55 UTC	CEO 2025	Round 1	Losers Round 4	126181	1448965	2	0	N/A	N/A
2025-06-14 01:50:51 UTC	CEO 2025	Round 1	Losers Round 5	1205612	3233166	2	1	N/A	N/A
2025-06-14 01:50:48 UTC	CEO 2025	Round 1	Losers Round 3	1448965	3415907	2	0	N/A	N/A
2025-06-14 01:50:42 UTC	CEO 2025	Round 1	Losers Round 4	3233166	3017414	2	0	N/A	N/A
2025-06-14 01:49:58 UTC	CEO 2025	Round 1	Losers Round 4	2313017	4455189	2	0	N/A	N/A
2025-06-14 01:49:41 UTC	CEO 2025	Round 1	Losers Round 4	2819157	64474	2	0	N/A	N/A
2025-06-14 01:49:36 UTC	CEO 2025	Round 1	Losers Round 3	64474	1153677	2	0	N/A	N/A
2025-06-14 01:49:23 UTC	CEO 2025	Round 1	Winners Semi-Final	1564153	157225	2	0	N/A	N/A
2025-06-14 01:49:18 UTC	CEO 2025	Round 1	Winners Quarter-Final	1564153	126181	2	0	N/A	N/A
2025-06-14 01:49:12 UTC	CEO 2025	Round 1	Winners Quarter-Final	157225	3760811	2	0	N/A	N/A
2025-06-14 01:49:03 UTC	CEO 2025	Round 1	Winners Semi-Final	394851	28140	2	0	N/A	N/A
2025-06-14 01:48:59 UTC	CEO 2025	Round 1	Winners Quarter-Final	28140	2313017	2	0	N/A	N/A
2025-06-14 01:48:54 UTC	CEO 2025	Round 1	Winners Quarter-Final	394851	2819157	2	0	N/A	N/A
2025-06-14 01:47:10 UTC	CEO 2025	Round 1	Winners Semi-Final	2243649	977212	2	0	N/A	N/A
2025-06-14 01:38:48 UTC	CEO 2025	Round 1	Losers Round 4	4007648	744237	2	0	N/A	N/A
2025-06-14 01:38:40 UTC	CEO 2025	Round 1	Losers Round 4	2365186	1702155	2	0	N/A	N/A
2025-06-14 01:38:28 UTC	CEO 2025	Round 1	Losers Round 4	472797	218532	2	0	N/A	N/A
2025-06-14 01:38:25 UTC	CEO 2025	Round 1	Losers Round 3	218532	678925	2	0	N/A	N/A
2025-06-14 01:38:20 UTC	CEO 2025	Round 1	Losers Round 3	29701	1715680	2	0	N/A	N/A
2025-06-14 01:38:09 UTC	CEO 2025	Round 1	Losers Round 2	1715680	3934220	2	0	N/A	N/A
2025-06-14 01:37:54 UTC	CEO 2025	Round 1	Losers Round 3	1702155	4785179	2	0	N/A	N/A
2025-06-14 01:37:38 UTC	CEO 2025	Round 1	Winners Semi-Final	3433085	233099	2	1	N/A	N/A
2025-06-14 01:36:05 UTC	CEO 2025	Round 1	Winners Semi-Final	295103	1148242	2	1	N/A	N/A
2025-06-14 01:33:34 UTC	CEO 2025	Round 1	Losers Round 5	62910	391406	2	0	N/A	N/A
2025-06-14 01:33:29 UTC	CEO 2025	Round 1	Losers Round 5	160464	558343	2	0	N/A	N/A
2025-06-14 01:33:23 UTC	CEO 2025	Round 1	Losers Round 4	558343	4673065	2	0	N/A	N/A
2025-06-14 01:32:44 UTC	CEO 2025	Round 1	Losers Round 4	1205612	1269063	2	0	N/A	N/A
2025-06-14 01:32:40 UTC	CEO 2025	Round 1	Losers Round 5	225879	616335	2	0	N/A	N/A
2025-06-14 01:32:36 UTC	CEO 2025	Round 1	Losers Round 4	225879	1164446	2	1	N/A	N/A
2025-06-14 01:32:29 UTC	CEO 2025	Round 1	Winners Semi-Final	226786	2209027	2	0	N/A	N/A
2025-06-14 01:21:43 UTC	CEO 2025	Round 1	Losers Round 4	391406	453481	2	1	N/A	N/A
2025-06-14 01:17:04 UTC	CEO 2025	Round 1	Losers Round 3	4007648	4100245	2	0	N/A	N/A
2025-06-14 01:16:52 UTC	CEO 2025	Round 1	Losers Round 2	4100245	3777656	2	0	N/A	N/A
2025-06-14 01:16:46 UTC	CEO 2025	Round 1	Losers Round 2	4007648	786782	2	0	N/A	N/A
2025-06-14 01:16:28 UTC	CEO 2025	Round 1	Losers Round 2	29701	1211281	2	0	N/A	N/A
2025-06-14 01:16:21 UTC	CEO 2025	Round 1	Losers Round 2	4785179	3193066	2	1	N/A	N/A
2025-06-14 01:16:12 UTC	CEO 2025	Round 1	Losers Round 2	1702155	3170581	2	1	N/A	N/A
2025-06-14 01:16:06 UTC	CEO 2025	Round 1	Losers Round 2	218532	212351	2	0	N/A	N/A
2025-06-14 01:15:59 UTC	CEO 2025	Round 1	Losers Round 2	678925	2311387	2	0	N/A	N/A
2025-06-14 01:15:52 UTC	CEO 2025	Round 1	Losers Round 1	3934220	3287460	2	0	N/A	N/A
2025-06-14 01:15:33 UTC	CEO 2025	Round 1	Winners Quarter-Final	233099	1437257	2	0	N/A	N/A
2025-06-14 01:15:26 UTC	CEO 2025	Round 1	Winners Quarter-Final	3433085	744237	2	0	N/A	N/A
2025-06-14 01:15:19 UTC	CEO 2025	Round 1	Winners Quarter-Final	726024	472797	W	L	N/A	N/A
2025-06-14 01:15:13 UTC	CEO 2025	Round 1	Winners Quarter-Final	786180	2365186	2	1	N/A	N/A
2025-06-14 01:15:04 UTC	CEO 2025	Round 1	Winners Round 2	786180	4100245	2	0	N/A	N/A
2025-06-14 01:14:52 UTC	CEO 2025	Round 1	Winners Round 2	233099	678925	2	1	N/A	N/A
2025-06-14 01:14:39 UTC	CEO 2025	Round 1	Winners Round 2	744237	1702155	2	0	N/A	N/A
2025-06-14 01:13:56 UTC	CEO 2025	Round 1	Losers Round 4	160464	31832	2	0	N/A	N/A
2025-06-14 01:13:52 UTC	CEO 2025	Round 1	Losers Round 4	62910	1807903	2	0	N/A	N/A
2025-06-14 01:13:45 UTC	CEO 2025	Round 1	Losers Round 3	4673065	2336356	2	1	N/A	N/A
2025-06-14 01:13:36 UTC	CEO 2025	Round 1	Losers Round 2	4673065	1595257	2	1	N/A	N/A
2025-06-14 01:13:28 UTC	CEO 2025	Round 1	Losers Round 2	2336356	1122195	2	0	N/A	N/A
2025-06-14 01:12:50 UTC	CEO 2025	Round 1	Losers Round 3	31832	626622	2	1	N/A	N/A
2025-06-14 01:12:44 UTC	CEO 2025	Round 1	Losers Round 3	453481	1329801	2	0	N/A	N/A
2025-06-14 01:12:38 UTC	CEO 2025	Round 1	Losers Round 3	1807903	649265	2	1	N/A	N/A
2025-06-14 01:11:55 UTC	CEO 2025	Round 1	Winners Semi-Final	385095	399451	2	1	N/A	N/A
2025-06-14 01:09:07 UTC	CEO 2025	Round 1	Losers Round 4	616335	2817852	2	1	N/A	N/A
2025-06-14 01:08:25 UTC	CEO 2025	Round 1	Losers Round 3	3233166	4438123	2	0	N/A	N/A
2025-06-14 01:08:22 UTC	CEO 2025	Round 1	Losers Round 3	1269063	3655069	2	1	N/A	N/A
2025-06-14 01:08:14 UTC	CEO 2025	Round 1	Losers Round 3	616335	618480	2	0	N/A	N/A
2025-06-14 01:08:09 UTC	CEO 2025	Round 1	Losers Round 3	225879	1057586	2	0	N/A	N/A
2025-06-14 01:08:04 UTC	CEO 2025	Round 1	Losers Round 2	1057586	65391	2	0	N/A	N/A
2025-06-14 01:07:59 UTC	CEO 2025	Round 1	Losers Round 2	225879	4760630	2	0	N/A	N/A
2025-06-14 01:07:54 UTC	CEO 2025	Round 1	Losers Round 2	618480	981224	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:07:51 UTC	CEO 2025	Round 1	Losers Round 2	616335	3464226	2	0	N/A	N/A
2025-06-14 01:07:47 UTC	CEO 2025	Round 1	Losers Round 2	3655069	592139	2	1	N/A	N/A
2025-06-14 01:07:41 UTC	CEO 2025	Round 1	Losers Round 2	1269063	1487489	2	0	N/A	N/A
2025-06-14 01:07:36 UTC	CEO 2025	Round 1	Losers Round 2	4438123	421831	2	1	N/A	N/A
2025-06-14 01:07:32 UTC	CEO 2025	Round 1	Losers Round 2	3233166	4576154	2	0	N/A	N/A
2025-06-14 01:07:28 UTC	CEO 2025	Round 1	Losers Round 1	618480	1012429	2	0	N/A	N/A
2025-06-14 01:07:19 UTC	CEO 2025	Round 1	Losers Round 1	4438123	1644553	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:06:34 UTC	CEO 2025	Round 1	Winners Quarter-Final	977212	2817852	2	0	N/A	N/A
2025-06-14 01:06:28 UTC	CEO 2025	Round 1	Winners Quarter-Final	2243649	1164446	2	0	N/A	N/A
2025-06-14 01:06:22 UTC	CEO 2025	Round 1	Winners Quarter-Final	2209027	3017414	2	0	N/A	N/A
2025-06-14 01:06:18 UTC	CEO 2025	Round 1	Winners Quarter-Final	226786	1205612	2	0	N/A	N/A
2025-06-14 01:05:28 UTC	CEO 2025	Round 1	Winners Round 2	2817852	3233166	2	0	N/A	N/A
2025-06-14 01:05:24 UTC	CEO 2025	Round 1	Winners Round 2	977212	421831	2	0	N/A	N/A
2025-06-14 01:05:18 UTC	CEO 2025	Round 1	Winners Round 2	1164446	1269063	2	0	N/A	N/A
2025-06-14 01:04:31 UTC	CEO 2025	Round 1	Losers Round 3	2369252	3477868	2	0	N/A	N/A
2025-06-14 01:04:27 UTC	CEO 2025	Round 1	Winners Round 2	2243649	592139	2	0	N/A	N/A
2025-06-14 01:04:21 UTC	CEO 2025	Round 1	Winners Round 2	2209027	616335	2	0	N/A	N/A
2025-06-14 01:04:21 UTC	CEO 2025	Round 1	Losers Round 3	4455189	231416	2	1	N/A	N/A
2025-06-14 01:04:15 UTC	CEO 2025	Round 1	Winners Round 2	3017414	981224	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:04:14 UTC	CEO 2025	Round 1	Losers Round 2	3477868	3728236	2	0	N/A	N/A
2025-06-14 01:04:11 UTC	CEO 2025	Round 1	Winners Round 2	1205612	225879	2	1	N/A	N/A
2025-06-14 01:03:56 UTC	CEO 2025	Round 1	Winners Round 2	226786	65391	2	0	N/A	N/A
2025-06-14 01:03:45 UTC	CEO 2025	Round 1	Winners Round 1	3233166	1057586	2	0	N/A	N/A
2025-06-14 01:03:40 UTC	CEO 2025	Round 1	Winners Round 1	421831	4760630	2	0	N/A	N/A
2025-06-14 01:03:33 UTC	CEO 2025	Round 1	Winners Round 1	1269063	1012429	2	0	N/A	N/A
2025-06-14 01:02:58 UTC	CEO 2025	Round 1	Winners Round 1	1164446	618480	2	0	N/A	N/A
2025-06-14 01:02:54 UTC	CEO 2025	Round 1	Losers Round 2	2369252	126788	2	0	N/A	N/A
2025-06-14 01:02:53 UTC	CEO 2025	Round 1	Winners Round 1	592139	3464226	2	0	N/A	N/A
2025-06-14 01:02:51 UTC	CEO 2025	Round 1	Losers Round 2	3415907	1568547	2	0	N/A	N/A
2025-06-14 01:02:48 UTC	CEO 2025	Round 1	Losers Round 2	1448965	338612	2	0	N/A	N/A
2025-06-14 01:02:45 UTC	CEO 2025	Round 1	Winners Round 1	616335	3655069	2	0	N/A	N/A
2025-06-14 01:02:41 UTC	CEO 2025	Round 1	Losers Round 2	1153677	316177	2	1	N/A	N/A
2025-06-14 01:02:38 UTC	CEO 2025	Round 1	Winners Round 1	3017414	1487489	2	0	N/A	N/A
2025-06-14 01:02:32 UTC	CEO 2025	Round 1	Losers Round 2	64474	552751	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:02:29 UTC	CEO 2025	Round 1	Losers Round 2	231416	3817595	2	1	N/A	N/A
2025-06-14 01:02:26 UTC	CEO 2025	Round 1	Losers Round 2	4455189	3482325	2	0	N/A	N/A
2025-06-14 01:02:22 UTC	CEO 2025	Round 1	Winners Round 1	1205612	4438123	2	0	N/A	N/A
2025-06-14 01:02:19 UTC	CEO 2025	Round 1	Losers Round 1	3415907	2317781	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:02:15 UTC	CEO 2025	Round 1	Winners Round 1	225879	1644553	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-06-14 01:02:12 UTC	CEO 2025	Round 1	Losers Round 1	3817595	4016205	2	1	N/A	N/A
2025-06-14 01:02:09 UTC	CEO 2025	Round 1	Winners Round 1	65391	4576154	2	0	N/A	N/A
2025-06-14 01:02:03 UTC	CEO 2025	Round 1	Winners Round 2	126181	4455189	2	0	N/A	N/A
2025-06-14 01:01:59 UTC	CEO 2025	Round 1	Winners Round 2	1564153	231416	2	0	N/A	N/A
2025-06-14 01:01:56 UTC	CEO 2025	Round 1	Winners Round 2	3760811	64474	2	1	N/A	N/A
